18	22
27	34
14	31
35	29
17	30
28	30
17	20
13	27
24	14
31	12
37	34
20	20
28	19
27	37
37	25
32	36
13	34
32	27
23	28
35	35
14	31
26	32
29	39
12	20
18	37
26	28
25	24
23	38
29	26
28	13
34	17
20	39
13	16

