0	0.000000
1	-0.000000
2	74480187.335958
3	0.000000
4	0.000000
5	-0.000000
6	0.000000
7	0.000000
8	0.000001
9	-0.000001
10	0.000000
11	-0.000000
12	0.000000
13	-0.000000
14	475163845.448083
15	-0.000000
16	0.000000
17	8246425.959421
18	0.000000
19	-0.000000
20	-0.000000
21	-0.000000
22	-0.000000
23	-0.000000
24	1721546331.229683
25	0.000000
26	-0.000000
27	0.000000
28	-0.000000
29	-0.000001
30	-0.000000
31	385099820.014590
32	-0.000000
33	52615533.634032
34	-0.000000
35	0.000001
36	-0.000000
37	-0.000000
38	0.000000
39	0.000001
40	218712935.317784
41	-0.000001
42	0.000000
43	0.000000
44	-0.000000
45	-0.000000
46	-0.000000
47	-0.000000
48	0.000000
49	-0.000000
50	869736046.712779
51	0.000000
52	0.000000
53	0.000000
54	0.000000
55	0.000001
56	-0.000000
57	-0.000001
58	-0.000000
59	0.000000
60	906945699.217574
61	-0.000000
62	49728002.065837
63	0.000001
64	1191251208.141449
65	-0.000000
66	0.000002
67	-0.000000
68	0.000001
69	0.000000
70	-0.000000
71	-0.000000
72	-0.000000
73	-0.000000
74	-0.000000
75	0.000000
76	-0.000000
77	0.000001
78	0.000000
79	-0.000000
80	0.000000
81	0.000001
82	0.000000
83	0.000001
84	0.000000
85	683119515.112512
86	-0.000000
87	-0.000000
88	-0.000000
89	-0.000000
90	0.000000
91	0.000000
92	-0.000000
93	-0.000001
94	-0.000000
95	-0.000001
96	-0.000000
97	0.000001
98	347476632.721594
99	0.000001
