48	27
18	22
17	1
27	34
48	26
35	2
18	8
35	29
42	29
48	43
28	30
17	20
24	14
31	12
40	24
47	41
4	11
37	34
40	38
20	20
29	3
9	10
28	19
4	0
45	41
49	8
6	0
28	4
27	37
43	5
37	25
32	36
32	27
23	28
37	46
36	12
26	2
39	10
35	35
10	15
26	32
29	39
46	27
12	20
44	9
40	11
18	6
36	46
26	8
21	1
45	46
44	38
47	13
26	28
12	9
38	35
25	24
41	6
18	3
29	26
28	13
47	43
42	14
34	17
45	13
13	16
49	10

